Stock,Date,Close
STB,2018-05-18,12.75
TCO,2018-05-18,11.8
TIP,2018-05-18,14.95
PDR,2018-05-18,30.95
PLX,2018-05-18,69.0
PVT,2018-05-18,18.3
NKG,2018-05-18,21.3
NTL,2018-05-18,9.55
MBB,2018-05-18,30.3
GEX,2018-05-18,36.0
HCM,2018-05-18,69.0
HHS,2018-05-18,4.59
HTL,2018-05-18,25.25
IJC,2018-05-18,9.75
CSM,2018-05-18,13.15
DPM,2018-05-18,19.0
DXG,2018-05-18,36.0
FPT,2018-05-18,60.8
ADS,2018-05-18,16.3
AGR,2018-05-18,3.96
ANV,2018-05-18,23.6
BID,2018-05-18,32.95
CII,2018-05-18,30.1
VMD,2018-05-17,20.4
VPB,2018-05-17,45.8
TIP,2018-05-17,14.75
TVT,2018-05-17,20.55
TCO,2018-05-17,11.05
STB,2018-05-17,12.75
NKG,2018-05-17,22.1
NTL,2018-05-17,9.6
PDR,2018-05-17,31.0
PLX,2018-05-17,68.0
PVT,2018-05-17,18.4
MBB,2018-05-17,29.9
HCM,2018-05-17,69.8
HHS,2018-05-17,4.58
HTL,2018-05-17,26.9
IJC,2018-05-17,9.7
CSM,2018-05-17,13.15
DPM,2018-05-17,19.3
DXG,2018-05-17,35.8
FPT,2018-05-17,60.6
GEX,2018-05-17,35.35
ADS,2018-05-17,16.3
AGR,2018-05-17,3.9
ANV,2018-05-17,23.4
BID,2018-05-17,33.0
CII,2018-05-17,30.7
VMD,2018-05-16,20.4
VPB,2018-05-16,48.3
TIP,2018-05-16,14.95
TVT,2018-05-16,21.9
STB,2018-05-16,13.05
TCO,2018-05-16,10.35
NKG,2018-05-16,22.0
NTL,2018-05-16,9.51
PDR,2018-05-16,31.2
PLX,2018-05-16,69.0
PVT,2018-05-16,18.45
HTL,2018-05-16,26.5
IJC,2018-05-16,9.72
MBB,2018-05-16,30.3
DXG,2018-05-16,36.3
FPT,2018-05-16,60.5
GEX,2018-05-16,35.45
HCM,2018-05-16,70.0
HHS,2018-05-16,4.67
CII,2018-05-16,30.05
CSM,2018-05-16,13.1
DPM,2018-05-16,19.3
ADS,2018-05-16,16.35
AGR,2018-05-16,3.98
ANV,2018-05-16,23.4
BID,2018-05-16,33.2
VMD,2018-05-15,21.8
VPB,2018-05-15,50.2
TIP,2018-05-15,15.0
TVT,2018-05-15,20.8
STB,2018-05-15,13.1
TCO,2018-05-15,11.0
PDR,2018-05-15,31.3
PLX,2018-05-15,70.6
PVT,2018-05-15,18.0
MBB,2018-05-15,31.0
NKG,2018-05-15,21.6
NTL,2018-05-15,9.56
HCM,2018-05-15,71.5
HHS,2018-05-15,4.76
HTL,2018-05-15,28.45
IJC,2018-05-15,9.89
CSM,2018-05-15,13.0
DPM,2018-05-15,19.9
DXG,2018-05-15,35.95
FPT,2018-05-15,61.4
GEX,2018-05-15,36.2
ADS,2018-05-15,16.35
AGR,2018-05-15,4.0
ANV,2018-05-15,23.4
BID,2018-05-15,34.6
CII,2018-05-15,30.7
VMD,2018-05-14,20.75
VPB,2018-05-14,49.9
TIP,2018-05-14,14.8
STB,2018-05-14,13.1
TCO,2018-05-14,10.3
PVT,2018-05-14,17.6
NKG,2018-05-14,21.7
NTL,2018-05-14,9.56
PDR,2018-05-14,31.5
PLX,2018-05-14,66.0
IJC,2018-05-14,9.9
MBB,2018-05-14,31.0
DPM,2018-05-14,19.4
DXG,2018-05-14,35.0
FPT,2018-05-14,61.6
GEX,2018-05-14,36.1
HCM,2018-05-14,69.4
HHS,2018-05-14,4.73
HTL,2018-05-14,27.9
ADS,2018-05-14,16.35
AGR,2018-05-14,4.0
ANV,2018-05-14,23.2
BID,2018-05-14,34.3
CII,2018-05-14,31.0
CSM,2018-05-14,13.05
VPB,2018-05-11,51.7
TVT,2018-05-11,20.8
VMD,2018-05-11,20.05
TCO,2018-05-11,9.75
TIP,2018-05-11,15.0
STB,2018-05-11,13.1
PLX,2018-05-11,64.0
PVT,2018-05-11,17.8
MBB,2018-05-11,30.55
NKG,2018-05-11,22.0
NTL,2018-05-11,9.53
PDR,2018-05-11,31.4
FPT,2018-05-11,59.5
GEX,2018-05-11,36.0
HCM,2018-05-11,68.0
HHS,2018-05-11,4.45
HTL,2018-05-11,30.0
IJC,2018-05-11,9.63
CSM,2018-05-11,12.7
DPM,2018-05-11,19.2
DXG,2018-05-11,33.5
ADS,2018-05-11,16.25
AGR,2018-05-11,4.0
ANV,2018-05-11,23.7
BID,2018-05-11,34.0
CII,2018-05-11,30.8
VMD,2018-05-10,20.7
VPB,2018-05-10,50.0
TIP,2018-05-10,14.7
TVT,2018-05-10,20.5
STB,2018-05-10,12.9
PLX,2018-05-10,64.0
PVT,2018-05-10,18.05
MBB,2018-05-10,29.55
NKG,2018-05-10,22.4
NTL,2018-05-10,9.53
PDR,2018-05-10,31.5
HTL,2018-05-10,28.45
IJC,2018-05-10,9.54
DPM,2018-05-10,19.1
DXG,2018-05-10,33.0
FPT,2018-05-10,58.3
GEX,2018-05-10,34.5
HCM,2018-05-10,67.1
HHS,2018-05-10,4.39
ADS,2018-05-10,16.2
AGR,2018-05-10,3.9
ANV,2018-05-10,23.7
BID,2018-05-10,32.7
CII,2018-05-10,30.1
CSM,2018-05-10,12.65
VMD,2018-05-09,22.25
VPB,2018-05-09,53.1
TVT,2018-05-09,20.9
TCO,2018-05-09,10.45
TIP,2018-05-09,14.7
STB,2018-05-09,13.5
NKG,2018-05-09,22.7
NTL,2018-05-09,9.61
PDR,2018-05-09,31.9
PLX,2018-05-09,67.7
PVT,2018-05-09,18.3
IJC,2018-05-09,9.78
MBB,2018-05-09,31.2
HCM,2018-05-09,71.8
HHS,2018-05-09,4.67
HTL,2018-05-09,30.55
CII,2018-05-09,30.35
CSM,2018-05-09,12.5
DPM,2018-05-09,18.7
DXG,2018-05-09,34.4
FPT,2018-05-09,58.4
GEX,2018-05-09,35.0
ADS,2018-05-09,16.25
AGR,2018-05-09,4.0
ANV,2018-05-09,23.8
BID,2018-05-09,35.0
VMD,2018-05-08,21.8
VPB,2018-05-08,54.5
TVT,2018-05-08,20.95
TIP,2018-05-08,14.7
STB,2018-05-08,13.65
PVT,2018-05-08,18.1
NKG,2018-05-08,21.3
NTL,2018-05-08,9.58
PDR,2018-05-08,32.6
PLX,2018-05-08,68.2
MBB,2018-05-08,31.5
GEX,2018-05-08,35.7
HCM,2018-05-08,72.5
HHS,2018-05-08,4.82
HTL,2018-05-08,30.35
IJC,2018-05-08,9.85
CSM,2018-05-08,12.95
DPM,2018-05-08,18.5
DXG,2018-05-08,33.7
FPT,2018-05-08,59.0
ADS,2018-05-08,16.15
AGR,2018-05-08,4.05
ANV,2018-05-08,23.9
BID,2018-05-08,35.5
CII,2018-05-08,30.6
VMD,2018-05-07,21.45
VPB,2018-05-07,55.9
TVT,2018-05-07,20.3
TCO,2018-05-07,9.77
TIP,2018-05-07,14.7
STB,2018-05-07,13.95
PDR,2018-05-07,32.6
PLX,2018-05-07,66.5
PVT,2018-05-07,18.1
MBB,2018-05-07,32.2
NKG,2018-05-07,20.2
NTL,2018-05-07,9.61
DXG,2018-05-07,33.7
FPT,2018-05-07,59.6
GEX,2018-05-07,35.8
HCM,2018-05-07,73.6
HHS,2018-05-07,4.65
HTL,2018-05-07,28.45
IJC,2018-05-07,9.81
AGR,2018-05-07,4.05
ANV,2018-05-07,24.0
BID,2018-05-07,34.75
CII,2018-05-07,31.3
CSM,2018-05-07,13.0
DPM,2018-05-07,18.5
ADS,2018-05-07,16.15
VMD,2018-05-04,21.0
VPB,2018-05-04,52.4
TIP,2018-05-04,14.65
TVT,2018-05-04,21.2
STB,2018-05-04,13.45
TCO,2018-05-04,10.5
PVT,2018-05-04,18.0
MBB,2018-05-04,30.7
NKG,2018-05-04,20.2
NTL,2018-05-04,9.55
PDR,2018-05-04,32.0
PLX,2018-05-04,65.4
HCM,2018-05-04,71.1
HHS,2018-05-04,4.44
HTL,2018-05-04,26.6
IJC,2018-05-04,9.85
CSM,2018-05-04,12.7
DPM,2018-05-04,18.3
DXG,2018-05-04,31.5
FPT,2018-05-04,58.8
GEX,2018-05-04,35.2
ADS,2018-05-04,16.15
AGR,2018-05-04,4.04
ANV,2018-05-04,22.8
BID,2018-05-04,32.5
CII,2018-05-04,31.3
VPB,2018-05-03,51.7
TVT,2018-05-03,20.6
TIP,2018-05-03,15.2
TCO,2018-05-03,11.75
STB,2018-05-03,13.7
PDR,2018-05-03,31.7
PLX,2018-05-03,66.2
PVT,2018-05-03,18.9
MBB,2018-05-03,30.25
NKG,2018-05-03,20.6
NTL,2018-05-03,9.6
GEX,2018-05-03,36.7
HCM,2018-05-03,72.2
HHS,2018-05-03,4.39
HTL,2018-05-03,26.6
IJC,2018-05-03,9.92
DPM,2018-05-03,18.15
DXG,2018-05-03,30.8
FPT,2018-05-03,58.0
CII,2018-05-03,31.3
CSM,2018-05-03,13.0
ADS,2018-05-03,16.15
AGR,2018-05-03,3.99
ANV,2018-05-03,22.9
BID,2018-05-03,33.7
VPB,2018-05-02,51.3
VMD,2018-05-02,20.5
TIP,2018-05-02,14.5
STB,2018-05-02,13.3
TCO,2018-05-02,11.0
NKG,2018-05-02,21.4
NTL,2018-05-02,9.5
PDR,2018-05-02,31.8
PLX,2018-05-02,66.0
PVT,2018-05-02,19.3
HTL,2018-05-02,26.6
IJC,2018-05-02,9.86
MBB,2018-05-02,29.3
DPM,2018-05-02,18.6
DXG,2018-05-02,30.6
FPT,2018-05-02,57.0
GEX,2018-05-02,36.8
HCM,2018-05-02,71.0
HHS,2018-05-02,4.57
AGR,2018-05-02,4.29
ANV,2018-05-02,23.8
BID,2018-05-02,33.6
CII,2018-05-02,31.3
CSM,2018-05-02,13.1
VPB,2018-04-27,53.5
VMD,2018-04-27,21.4
TIP,2018-04-27,14.95
STB,2018-04-27,13.85
NKG,2018-04-27,23.0
NTL,2018-04-27,9.6
PDR,2018-04-27,33.2
PLX,2018-04-27,61.7
PVT,2018-04-27,20.0
HTL,2018-04-27,28.5
IJC,2018-04-27,9.51
MBB,2018-04-27,29.9
DXG,2018-04-27,32.9
FPT,2018-04-27,57.0
GEX,2018-04-27,36.8
HCM,2018-04-27,71.5
HHS,2018-04-27,4.37
CII,2018-04-27,31.5
CSM,2018-04-27,13.35
DPM,2018-04-27,19.1
ADS,2018-04-27,16.15
AGR,2018-04-27,4.36
ANV,2018-04-27,23.9
BID,2018-04-27,36.1
VPB,2018-04-26,53.1
TVT,2018-04-26,21.6
VMD,2018-04-26,21.2
TIP,2018-04-26,14.95
STB,2018-04-26,13.35
TCO,2018-04-26,11.8
PVT,2018-04-26,19.75
NKG,2018-04-26,21.7
NTL,2018-04-26,9.55
PDR,2018-04-26,38.95
PLX,2018-04-26,57.7
HTL,2018-04-26,30.45
IJC,2018-04-26,9.31
MBB,2018-04-26,28.5
DPM,2018-04-26,19.1
DXG,2018-04-26,32.1
FPT,2018-04-26,55.0
GEX,2018-04-26,35.6
HCM,2018-04-26,69.0
HHS,2018-04-26,4.18
ADS,2018-04-26,16.1
AGR,2018-04-26,4.31
ANV,2018-04-26,23.1
BID,2018-04-26,36.5
CII,2018-04-26,32.8
CSM,2018-04-26,13.3
VPB,2018-04-24,57.0
TIP,2018-04-24,15.5
STB,2018-04-24,14.15
TCO,2018-04-24,12.65
PLX,2018-04-24,62.0
PVT,2018-04-24,20.1
MBB,2018-04-24,30.55
NKG,2018-04-24,22.7
NTL,2018-04-24,9.88
PDR,2018-04-24,39.9
HCM,2018-04-24,71.5
HHS,2018-04-24,4.03
HTL,2018-04-24,30.45
IJC,2018-04-24,9.6
CSM,2018-04-24,13.6
DPM,2018-04-24,19.15
DXG,2018-04-24,34.5
FPT,2018-04-24,56.4
GEX,2018-04-24,37.0
ADS,2018-04-24,16.15
AGR,2018-04-24,4.63
ANV,2018-04-24,24.8
BID,2018-04-24,38.0
CII,2018-04-24,32.8
VPB,2018-04-23,57.0
TVT,2018-04-23,21.6
TIP,2018-04-23,15.5
TCO,2018-04-23,11.85
STB,2018-04-23,14.4
PVT,2018-04-23,19.8
PLX,2018-04-23,64.6
NKG,2018-04-23,23.1
NTL,2018-04-23,9.86
PDR,2018-04-23,39.9
MBB,2018-04-23,30.6
HHS,2018-04-23,3.8
HTL,2018-04-23,29.5
IJC,2018-04-23,9.6
DXG,2018-04-23,34.45
FPT,2018-04-23,58.0
GEX,2018-04-23,37.2
HCM,2018-04-23,74.4
CII,2018-04-23,32.0
CSM,2018-04-23,13.6
DPM,2018-04-23,19.0
ADS,2018-04-23,16.15
AGR,2018-04-23,4.7
ANV,2018-04-23,24.8
BID,2018-04-23,36.7
VMD,2018-04-20,22.1
VPB,2018-04-20,61.2
TVT,2018-04-20,21.0
TCO,2018-04-20,12.0
TIP,2018-04-20,15.15
STB,2018-04-20,15.45
PLX,2018-04-20,69.4
PVT,2018-04-20,20.4
MBB,2018-04-20,32.85
NKG,2018-04-20,24.55
NTL,2018-04-20,10.2
PDR,2018-04-20,41.5
FPT,2018-04-20,61.3
GEX,2018-04-20,38.3
HCM,2018-04-20,80.0
HHS,2018-04-20,3.83
HTL,2018-04-20,28.0
IJC,2018-04-20,9.87
CII,2018-04-20,32.0
CSM,2018-04-20,13.8
DPM,2018-04-20,20.1
DXG,2018-04-20,37.0
ADS,2018-04-20,16.15
AGR,2018-04-20,4.85
ANV,2018-04-20,25.6
BID,2018-04-20,39.45
VMD,2018-04-19,21.7
VPB,2018-04-19,60.8
TIP,2018-04-19,15.0
TVT,2018-04-19,21.0
TCO,2018-04-19,12.25
STB,2018-04-19,15.0
NTL,2018-04-19,9.83
PDR,2018-04-19,40.25
PLX,2018-04-19,66.8
PVT,2018-04-19,20.25
MBB,2018-04-19,31.9
NKG,2018-04-19,23.4
HTL,2018-04-19,30.0
IJC,2018-04-19,9.7
DPM,2018-04-19,19.95
DXG,2018-04-19,35.5
FPT,2018-04-19,60.7
GEX,2018-04-19,37.3
HCM,2018-04-19,78.1
HHS,2018-04-19,3.89
CII,2018-04-19,32.0
CSM,2018-04-19,14.05
ADS,2018-04-19,16.15
AGR,2018-04-19,4.7
ANV,2018-04-19,25.5
BID,2018-04-19,38.0
VMD,2018-04-18,20.9
VPB,2018-04-18,63.8
TIP,2018-04-18,16.0
TVT,2018-04-18,21.1
STB,2018-04-18,15.5
TCO,2018-04-18,12.0
PVT,2018-04-18,19.95
NKG,2018-04-18,24.5
NTL,2018-04-18,9.82
PDR,2018-04-18,41.0
PLX,2018-04-18,71.8
IJC,2018-04-18,9.86
MBB,2018-04-18,33.65
FPT,2018-04-18,62.0
GEX,2018-04-18,38.8
HCM,2018-04-18,80.8
HHS,2018-04-18,4.0
HTL,2018-04-18,28.95
CSM,2018-04-18,14.3
DPM,2018-04-18,20.15
DXG,2018-04-18,35.15
ADS,2018-04-18,16.1
AGR,2018-04-18,4.95
ANV,2018-04-18,26.4
BID,2018-04-18,40.2
CII,2018-04-18,33.15
TVT,2018-04-17,21.0
VMD,2018-04-17,20.9
VPB,2018-04-17,65.1
TCO,2018-04-17,12.85
TIP,2018-04-17,16.1
PLX,2018-04-17,74.0
PVT,2018-04-17,20.1
MBB,2018-04-17,34.5
NKG,2018-04-17,25.6
NTL,2018-04-17,9.9
PDR,2018-04-17,41.5
IJC,2018-04-17,9.86
FPT,2018-04-17,62.0
GEX,2018-04-17,39.1
HCM,2018-04-17,81.5
HHS,2018-04-17,4.19
HTL,2018-04-17,29.0
DXG,2018-04-17,36.3
CII,2018-04-17,32.4
CSM,2018-04-17,14.3
DPM,2018-04-17,20.5
ADS,2018-04-17,16.1
AGR,2018-04-17,5.08
ANV,2018-04-17,26.9
BID,2018-04-17,41.9
VPB,2018-04-16,63.9
TIP,2018-04-16,15.4
TVT,2018-04-16,21.0
STB,2018-04-16,15.5
NKG,2018-04-16,25.2
NTL,2018-04-16,9.85
PDR,2018-04-16,40.0
PLX,2018-04-16,76.7
PVT,2018-04-16,20.0
IJC,2018-04-16,9.85
MBB,2018-04-16,33.6
DXG,2018-04-16,34.4
FPT,2018-04-16,61.1
GEX,2018-04-16,38.75
HCM,2018-04-16,81.0
HHS,2018-04-16,3.94
HTL,2018-04-16,30.0
ADS,2018-04-16,16.2
AGR,2018-04-16,5.08
ANV,2018-04-16,25.5
BID,2018-04-16,40.0
CII,2018-04-16,32.4
CSM,2018-04-16,14.3
DPM,2018-04-16,20.7
VPB,2018-04-13,64.1
TVT,2018-04-13,21.8
VMD,2018-04-13,20.0
TCO,2018-04-13,12.8
TIP,2018-04-13,16.2
STB,2018-04-13,15.45
PVT,2018-04-13,20.2
NKG,2018-04-13,26.65
NTL,2018-04-13,9.6
PDR,2018-04-13,39.3
PLX,2018-04-13,76.5
IJC,2018-04-13,9.65
MBB,2018-04-13,33.1
DPM,2018-04-13,20.9
DXG,2018-04-13,35.8
FPT,2018-04-13,62.0
GEX,2018-04-13,38.0
HCM,2018-04-13,81.9
HHS,2018-04-13,3.69
HTL,2018-04-13,28.1
ADS,2018-04-13,16.0
AGR,2018-04-13,5.08
ANV,2018-04-13,25.4
BID,2018-04-13,42.0
CII,2018-04-13,32.4
CSM,2018-04-13,14.4
VPB,2018-04-12,66.4
VMD,2018-04-12,20.0
TVT,2018-04-12,21.9
TCO,2018-04-12,12.9
TIP,2018-04-12,16.6
STB,2018-04-12,15.6
NKG,2018-04-12,27.15
NTL,2018-04-12,10.0
PDR,2018-04-12,40.6
PLX,2018-04-12,80.0
PVT,2018-04-12,20.5
IJC,2018-04-12,9.63
MBB,2018-04-12,34.8
DXG,2018-04-12,36.8
FPT,2018-04-12,63.6
GEX,2018-04-12,37.75
HCM,2018-04-12,84.8
HHS,2018-04-12,3.72
HTL,2018-04-12,30.0
CII,2018-04-12,32.45
CSM,2018-04-12,14.3
DPM,2018-04-12,21.4
ADS,2018-04-12,16.0
AGR,2018-04-12,5.2
ANV,2018-04-12,25.35
BID,2018-04-12,44.4
VPB,2018-04-11,66.1
TVT,2018-04-11,21.5
TCO,2018-04-11,12.7
TIP,2018-04-11,15.6
STB,2018-04-11,15.65
PVT,2018-04-11,20.1
PDR,2018-04-11,40.8
PLX,2018-04-11,79.0
MBB,2018-04-11,35.2
NKG,2018-04-11,27.3
NTL,2018-04-11,9.81
HTL,2018-04-11,28.6
IJC,2018-04-11,9.57
DPM,2018-04-11,21.3
DXG,2018-04-11,36.7
FPT,2018-04-11,63.0
GEX,2018-04-11,37.0
HCM,2018-04-11,84.7
HHS,2018-04-11,3.66
ADS,2018-04-11,16.1
AGR,2018-04-11,5.12
ANV,2018-04-11,25.3
BID,2018-04-11,44.5
CII,2018-04-11,32.4
CSM,2018-04-11,14.15
VMD,2018-04-10,20.5
VPB,2018-04-10,68.3
TVT,2018-04-10,21.7
TCO,2018-04-10,12.1
TIP,2018-04-10,15.6
STB,2018-04-10,16.2
PVT,2018-04-10,20.0
NKG,2018-04-10,27.95
NTL,2018-04-10,10.3
PDR,2018-04-10,42.0
PLX,2018-04-10,83.0
IJC,2018-04-10,10.0
MBB,2018-04-10,36.55
DXG,2018-04-10,38.6
FPT,2018-04-10,64.4
GEX,2018-04-10,38.5
HCM,2018-04-10,90.0
HHS,2018-04-10,3.76
HTL,2018-04-10,28.6
CII,2018-04-10,32.8
CSM,2018-04-10,14.6
DPM,2018-04-10,21.7
ADS,2018-04-10,16.1
AGR,2018-04-10,5.2
ANV,2018-04-10,24.8
BID,2018-04-10,45.5
VPB,2018-04-09,69.3
VMD,2018-04-09,20.5
TVT,2018-04-09,22.0
TIP,2018-04-09,15.75
TCO,2018-04-09,13.0
STB,2018-04-09,16.4
PVT,2018-04-09,20.9
NTL,2018-04-09,10.5
PDR,2018-04-09,43.3
PLX,2018-04-09,83.4
MBB,2018-04-09,36.8
NKG,2018-04-09,28.5
HHS,2018-04-09,3.88
HTL,2018-04-09,28.6
IJC,2018-04-09,10.4
FPT,2018-04-09,63.4
GEX,2018-04-09,39.75
HCM,2018-04-09,92.0
DPM,2018-04-09,21.3
DXG,2018-04-09,39.8
CII,2018-04-09,33.4
CSM,2018-04-09,14.6
BID,2018-04-09,44.4
ADS,2018-04-09,16.0
AGR,2018-04-09,5.25
ANV,2018-04-09,24.85
VPB,2018-04-06,68.1
TVT,2018-04-06,22.0
TCO,2018-04-06,12.5
TIP,2018-04-06,15.7
STB,2018-04-06,16.1
PVT,2018-04-06,21.1
MBB,2018-04-06,36.6
NKG,2018-04-06,30.1
NTL,2018-04-06,10.45
PDR,2018-04-06,43.4
PLX,2018-04-06,83.0
HTL,2018-04-06,30.05
IJC,2018-04-06,10.9
DXG,2018-04-06,39.2
FPT,2018-04-06,62.7
GEX,2018-04-06,39.4
HCM,2018-04-06,89.0
HHS,2018-04-06,3.94
ADS,2018-04-06,16.35
AGR,2018-04-06,5.33
ANV,2018-04-06,25.6
BID,2018-04-06,44.0
CII,2018-04-06,33.6
CSM,2018-04-06,14.65
DPM,2018-04-06,21.25
VPB,2018-04-05,67.5
TVT,2018-04-05,21.7
VMD,2018-04-05,20.55
TIP,2018-04-05,15.6
TCO,2018-04-05,12.7
STB,2018-04-05,15.7
PDR,2018-04-05,40.6
PLX,2018-04-05,81.4
PVT,2018-04-05,21.6
NTL,2018-04-05,9.78
MBB,2018-04-05,36.7
NKG,2018-04-05,29.75
IJC,2018-04-05,10.9
FPT,2018-04-05,63.0
GEX,2018-04-05,39.5
HCM,2018-04-05,90.4
HHS,2018-04-05,3.84
HTL,2018-04-05,29.5
DXG,2018-04-05,37.95
CSM,2018-04-05,14.6
DPM,2018-04-05,21.3
ADS,2018-04-05,16.35
AGR,2018-04-05,5.11
ANV,2018-04-05,25.2
BID,2018-04-05,44.0
CII,2018-04-05,33.65
VPB,2018-04-04,68.1
TVT,2018-04-04,22.3
VMD,2018-04-04,20.55
TCO,2018-04-04,13.65
TIP,2018-04-04,15.7
STB,2018-04-04,15.6
PLX,2018-04-04,82.5
PVT,2018-04-04,21.4
NKG,2018-04-04,30.8
NTL,2018-04-04,9.61
PDR,2018-04-04,40.35
IJC,2018-04-04,10.85
MBB,2018-04-04,36.5
GEX,2018-04-04,38.7
HCM,2018-04-04,89.2
HHS,2018-04-04,3.85
HTL,2018-04-04,31.4
DPM,2018-04-04,21.3
DXG,2018-04-04,37.5
FPT,2018-04-04,61.7
CII,2018-04-04,31.45
CSM,2018-04-04,14.8
ADS,2018-04-04,16.3
AGR,2018-04-04,5.18
ANV,2018-04-04,24.5
BID,2018-04-04,44.8
VMD,2018-04-03,20.5
VPB,2018-04-03,68.3
TIP,2018-04-03,15.7
TVT,2018-04-03,24.5
STB,2018-04-03,15.7
TCO,2018-04-03,14.65
NKG,2018-04-03,32.1
NTL,2018-04-03,9.4
PDR,2018-04-03,40.35
PLX,2018-04-03,83.0
PVT,2018-04-03,21.4
HTL,2018-04-03,30.5
IJC,2018-04-03,10.4
MBB,2018-04-03,36.7
DPM,2018-04-03,21.35
DXG,2018-04-03,36.8
FPT,2018-04-03,61.2
GEX,2018-04-03,36.9
HCM,2018-04-03,89.5
HHS,2018-04-03,3.79
CII,2018-04-03,29.4
CSM,2018-04-03,14.5
ADS,2018-04-03,16.25
AGR,2018-04-03,5.19
ANV,2018-04-03,23.9
BID,2018-04-03,45.1
VMD,2018-04-02,20.55
VPB,2018-04-02,68.0
TVT,2018-04-02,24.5
TIP,2018-04-02,16.2
STB,2018-04-02,15.8
PVT,2018-04-02,20.8
PDR,2018-04-02,40.3
PLX,2018-04-02,84.9
MBB,2018-04-02,35.8
NKG,2018-04-02,32.65
NTL,2018-04-02,9.5
IJC,2018-04-02,10.5
HCM,2018-04-02,85.4
HHS,2018-04-02,3.9
HTL,2018-04-02,29.3
DXG,2018-04-02,37.4
FPT,2018-04-02,61.5
GEX,2018-04-02,36.75
CII,2018-04-02,30.2
CSM,2018-04-02,14.35
DPM,2018-04-02,21.75
ADS,2018-04-02,16.3
AGR,2018-04-02,5.21
ANV,2018-04-02,23.2
BID,2018-04-02,45.0
TVT,2018-03-30,24.0
VPB,2018-03-30,64.5
TCO,2018-03-30,13.7
STB,2018-03-30,15.5
NKG,2018-03-30,31.7
NTL,2018-03-30,9.5
PDR,2018-03-30,40.8
PLX,2018-03-30,83.7
PVT,2018-03-30,20.6
IJC,2018-03-30,10.5
MBB,2018-03-30,34.7
DPM,2018-03-30,22.0
DXG,2018-03-30,36.4
FPT,2018-03-30,60.7
GEX,2018-03-30,36.25
HCM,2018-03-30,79.9
HHS,2018-03-30,3.92
HTL,2018-03-30,31.5
AGR,2018-03-30,5.22
ANV,2018-03-30,22.9
BID,2018-03-30,43.4
CII,2018-03-30,30.95
CSM,2018-03-30,14.3
ADS,2018-03-30,16.0
VPB,2018-03-29,65.2
TVT,2018-03-29,24.3
VMD,2018-03-29,21.9
TIP,2018-03-29,16.65
STB,2018-03-29,15.25
PLX,2018-03-29,82.3
PVT,2018-03-29,20.5
MBB,2018-03-29,35.2
NKG,2018-03-29,29.65
NTL,2018-03-29,9.45
PDR,2018-03-29,40.5
HCM,2018-03-29,78.9
HHS,2018-03-29,3.92
HTL,2018-03-29,29.95
IJC,2018-03-29,10.4
DPM,2018-03-29,21.95
DXG,2018-03-29,36.6
FPT,2018-03-29,59.5
GEX,2018-03-29,35.15
BID,2018-03-29,44.0
CII,2018-03-29,30.85
CSM,2018-03-29,14.5
ADS,2018-03-29,16.25
AGR,2018-03-29,5.2
ANV,2018-03-29,23.0
VPB,2018-03-28,64.9
TVT,2018-03-28,24.0
VMD,2018-03-28,21.6
TIP,2018-03-28,15.6
STB,2018-03-28,15.35
PDR,2018-03-28,39.75
PLX,2018-03-28,82.9
PVT,2018-03-28,20.0
IJC,2018-03-28,10.1
MBB,2018-03-28,35.4
NKG,2018-03-28,28.9
NTL,2018-03-28,9.55
DXG,2018-03-28,36.7
FPT,2018-03-28,58.9
GEX,2018-03-28,35.0
HCM,2018-03-28,76.8
HHS,2018-03-28,3.94
HTL,2018-03-28,28.3
CII,2018-03-28,30.7
CSM,2018-03-28,14.6
DPM,2018-03-28,22.0
ADS,2018-03-28,16.3
AGR,2018-03-28,5.25
ANV,2018-03-28,21.95
BID,2018-03-28,44.55
VMD,2018-03-27,20.6
VPB,2018-03-27,64.9
TVT,2018-03-27,24.0
TIP,2018-03-27,15.7
STB,2018-03-27,15.5
PDR,2018-03-27,39.55
PLX,2018-03-27,82.0
PVT,2018-03-27,20.0
MBB,2018-03-27,35.8
NKG,2018-03-27,28.9
NTL,2018-03-27,9.55
IJC,2018-03-27,10.0
DXG,2018-03-27,37.5
FPT,2018-03-27,59.5
GEX,2018-03-27,34.85
HCM,2018-03-27,77.0
HHS,2018-03-27,3.95
HTL,2018-03-27,30.2
ADS,2018-03-27,16.0
AGR,2018-03-27,5.31
ANV,2018-03-27,21.6
BID,2018-03-27,44.1
CII,2018-03-27,30.6
CSM,2018-03-27,14.6
DPM,2018-03-27,22.1
VPB,2018-03-26,64.3
TIP,2018-03-26,15.8
TVT,2018-03-26,24.45
STB,2018-03-26,15.65
PLX,2018-03-26,83.0
PVT,2018-03-26,20.3
NTL,2018-03-26,9.55
PDR,2018-03-26,39.2
MBB,2018-03-26,35.8
NKG,2018-03-26,29.3
HCM,2018-03-26,79.0
HHS,2018-03-26,4.0
HTL,2018-03-26,32.45
IJC,2018-03-26,9.62
DXG,2018-03-26,38.35
FPT,2018-03-26,59.2
GEX,2018-03-26,35.0
CSM,2018-03-26,14.8
DPM,2018-03-26,22.4
ADS,2018-03-26,16.2
AGR,2018-03-26,5.21
ANV,2018-03-26,21.5
BID,2018-03-26,44.9
CII,2018-03-26,31.4
VMD,2018-03-23,20.5
VPB,2018-03-23,63.7
TVT,2018-03-23,23.6
TIP,2018-03-23,15.5
STB,2018-03-23,15.75
