Stock,Date,Close
GEX,2024-10-01,21.75
GVR,2024-10-01,36.0
HCM,2024-10-01,31.0
HHS,2024-10-01,8.63
HTL,2024-10-01,22.7
HVN,2024-10-01,21.2
IJC,2024-10-01,13.75
MBB,2024-10-01,25.65
NKG,2024-10-01,22.1
NTL,2024-10-01,22.5
OCB,2024-10-01,12.1
PDR,2024-10-01,22.45
PLX,2024-10-01,44.5
POW,2024-10-01,13.2
PVT,2024-10-01,28.1
SHB,2024-10-01,11.05
STB,2024-10-01,33.5
SZC,2024-10-01,37.65
TCO,2024-10-01,18.15
TIP,2024-10-01,23.35
TTA,2024-10-01,9.98
TVT,2024-10-01,16.2
VMD,2024-10-01,18.5
VPB,2024-10-01,19.9
VTP,2024-10-01,78.7
ACB,2024-09-30,25.75
ADS,2024-09-30,10.35
AGR,2024-09-30,19.3
ANV,2024-09-30,33.45
BAF,2024-09-30,21.45
BID,2024-09-30,49.7
CII,2024-09-30,15.5
CKG,2024-09-30,27.1
CSM,2024-09-30,12.3
DPM,2024-09-30,35.6
DXG,2024-09-30,16.7
FPT,2024-09-30,134.5
GEX,2024-09-30,21.75
GVR,2024-09-30,35.75
HCM,2024-09-30,30.95
HHS,2024-09-30,8.59
HTL,2024-09-30,22.95
HVN,2024-09-30,21.05
IJC,2024-09-30,13.7
MBB,2024-09-30,25.7
NKG,2024-09-30,22.1
NTL,2024-09-30,22.25
OCB,2024-09-30,12.1
PDR,2024-09-30,22.5
PLX,2024-09-30,44.5
POW,2024-09-30,13.1
PVT,2024-09-30,27.95
SHB,2024-09-30,11.0
STB,2024-09-30,33.35
SZC,2024-09-30,37.65
TCO,2024-09-30,17.2
TIP,2024-09-30,23.25
TTA,2024-09-30,9.93
TVT,2024-09-30,16.15
VMD,2024-09-30,18.15
VPB,2024-09-30,20.1
VTP,2024-09-30,78.6
ACB,2024-09-27,25.9
ADS,2024-09-27,10.35
AGR,2024-09-27,19.0
ANV,2024-09-27,33.25
BAF,2024-09-27,20.9
BID,2024-09-27,50.1
CII,2024-09-27,15.5
CKG,2024-09-27,27.1
CSM,2024-09-27,12.35
DPM,2024-09-27,36.0
DXG,2024-09-27,16.55
FPT,2024-09-27,134.2
GEX,2024-09-27,21.4
GVR,2024-09-27,36.0
HCM,2024-09-27,30.8
HHS,2024-09-27,8.72
HTL,2024-09-27,22.55
HVN,2024-09-27,21.45
IJC,2024-09-27,13.7
MBB,2024-09-27,25.7
NKG,2024-09-27,21.85
NTL,2024-09-27,21.95
OCB,2024-09-27,12.05
PDR,2024-09-27,22.8
PLX,2024-09-27,44.95
POW,2024-09-27,13.05
PVT,2024-09-27,28.2
SHB,2024-09-27,11.0
STB,2024-09-27,33.6
SZC,2024-09-27,37.3
TCO,2024-09-27,17.4
TIP,2024-09-27,23.3
TTA,2024-09-27,9.98
TVT,2024-09-27,16.15
VMD,2024-09-27,18.3
VPB,2024-09-27,19.75
VTP,2024-09-27,78.8
ACB,2024-09-26,26.0
ADS,2024-09-26,10.35
AGR,2024-09-26,18.8
ANV,2024-09-26,32.5
BAF,2024-09-26,20.75
BID,2024-09-26,50.0
CII,2024-09-26,15.5
CKG,2024-09-26,27.0
CSM,2024-09-26,12.35
DPM,2024-09-26,36.0
DXG,2024-09-26,16.3
FPT,2024-09-26,134.3
GEX,2024-09-26,21.3
GVR,2024-09-26,36.4
HCM,2024-09-26,31.05
HHS,2024-09-26,8.76
HTL,2024-09-26,22.6
HVN,2024-09-26,21.25
IJC,2024-09-26,13.7
MBB,2024-09-26,25.7
NKG,2024-09-26,21.8
NTL,2024-09-26,21.95
OCB,2024-09-26,12.0
PDR,2024-09-26,22.8
PLX,2024-09-26,45.6
POW,2024-09-26,13.05
PVT,2024-09-26,28.5
SHB,2024-09-26,10.75
STB,2024-09-26,32.75
SZC,2024-09-26,37.4
TCO,2024-09-26,17.8
TIP,2024-09-26,23.45
TTA,2024-09-26,9.99
TVT,2024-09-26,15.75
VMD,2024-09-26,18.2
VPB,2024-09-26,19.6
VTP,2024-09-26,77.6
ACB,2024-09-25,26.2
ADS,2024-09-25,10.1
AGR,2024-09-25,18.85
ANV,2024-09-25,32.15
BAF,2024-09-25,20.8
BID,2024-09-25,50.0
CII,2024-09-25,15.5
CKG,2024-09-25,27.5
CSM,2024-09-25,12.35
DPM,2024-09-25,36.1
DXG,2024-09-25,16.25
FPT,2024-09-25,134.8
GEX,2024-09-25,21.35
GVR,2024-09-25,36.0
HCM,2024-09-25,31.2
HHS,2024-09-25,8.72
HTL,2024-09-25,21.65
HVN,2024-09-25,21.7
IJC,2024-09-25,14.25
MBB,2024-09-25,25.75
NKG,2024-09-25,21.7
NTL,2024-09-25,21.9
OCB,2024-09-25,11.65
PDR,2024-09-25,23.15
PLX,2024-09-25,45.4
POW,2024-09-25,13.05
PVT,2024-09-25,28.15
SHB,2024-09-25,10.55
STB,2024-09-25,32.7
SZC,2024-09-25,37.75
TCO,2024-09-25,18.0
TIP,2024-09-25,23.75
TTA,2024-09-25,9.9
TVT,2024-09-25,16.0
VMD,2024-09-25,18.2
VPB,2024-09-25,19.45
VTP,2024-09-25,77.5
ACB,2024-09-24,25.8
ADS,2024-09-24,9.91
AGR,2024-09-24,18.5
ANV,2024-09-24,31.9
BAF,2024-09-24,20.7
BID,2024-09-24,49.25
CII,2024-09-24,15.1
CKG,2024-09-24,26.9
CSM,2024-09-24,12.4
DPM,2024-09-24,35.6
DXG,2024-09-24,15.8
FPT,2024-09-24,134.5
GEX,2024-09-24,21.1
GVR,2024-09-24,36.15
HCM,2024-09-24,30.7
HHS,2024-09-24,8.59
HTL,2024-09-24,20.25
HVN,2024-09-24,21.3
IJC,2024-09-24,14.1
MBB,2024-09-24,25.25
NKG,2024-09-24,21.1
NTL,2024-09-24,21.75
OCB,2024-09-24,11.65
PDR,2024-09-24,22.55
PLX,2024-09-24,45.2
POW,2024-09-24,12.6
PVT,2024-09-24,28.0
SHB,2024-09-24,10.45
STB,2024-09-24,31.85
SZC,2024-09-24,37.7
TCO,2024-09-24,17.7
TIP,2024-09-24,23.75
TTA,2024-09-24,9.9
TVT,2024-09-24,16.15
VMD,2024-09-24,18.25
VPB,2024-09-24,19.2
VTP,2024-09-24,80.0
ACB,2024-09-23,25.65
ADS,2024-09-23,9.98
AGR,2024-09-23,18.3
ANV,2024-09-23,31.95
BAF,2024-09-23,20.75
BID,2024-09-23,48.7
CII,2024-09-23,15.1
CKG,2024-09-23,26.75
CSM,2024-09-23,12.4
DPM,2024-09-23,35.6
DXG,2024-09-23,15.55
FPT,2024-09-23,134.0
GEX,2024-09-23,20.75
GVR,2024-09-23,35.55
HCM,2024-09-23,30.45
HHS,2024-09-23,8.6
HTL,2024-09-23,18.95
HVN,2024-09-23,21.2
IJC,2024-09-23,14.05
MBB,2024-09-23,24.8
NKG,2024-09-23,21.25
NTL,2024-09-23,21.7
OCB,2024-09-23,11.55
PDR,2024-09-23,22.2
PLX,2024-09-23,45.25
POW,2024-09-23,12.5
PVT,2024-09-23,27.7
SHB,2024-09-23,10.35
STB,2024-09-23,30.8
SZC,2024-09-23,36.5
TCO,2024-09-23,17.5
TIP,2024-09-23,23.55
TTA,2024-09-23,9.82
TVT,2024-09-23,15.9
VMD,2024-09-23,18.25
VPB,2024-09-23,19.0
VTP,2024-09-23,79.5
ACB,2024-09-20,25.65
ADS,2024-09-20,9.98
AGR,2024-09-20,18.5
ANV,2024-09-20,32.15
BAF,2024-09-20,20.8
BID,2024-09-20,49.05
CII,2024-09-20,15.2
CKG,2024-09-20,26.65
CSM,2024-09-20,12.5
DPM,2024-09-20,35.5
DXG,2024-09-20,15.6
FPT,2024-09-20,135.3
GEX,2024-09-20,20.95
GVR,2024-09-20,35.6
HCM,2024-09-20,30.65
HHS,2024-09-20,8.78
HTL,2024-09-20,18.7
HVN,2024-09-20,21.75
IJC,2024-09-20,14.05
MBB,2024-09-20,24.75
NKG,2024-09-20,21.45
NTL,2024-09-20,21.0
OCB,2024-09-20,11.65
PDR,2024-09-20,22.2
PLX,2024-09-20,46.0
POW,2024-09-20,12.55
PVT,2024-09-20,27.9
SHB,2024-09-20,10.45
STB,2024-09-20,30.85
SZC,2024-09-20,36.8
TCO,2024-09-20,17.4
TIP,2024-09-20,23.7
TTA,2024-09-20,9.9
TVT,2024-09-20,15.95
VMD,2024-09-20,18.25
VPB,2024-09-20,18.95
VTP,2024-09-20,79.4
ACB,2024-09-19,24.8
ADS,2024-09-19,10.0
AGR,2024-09-19,18.4
ANV,2024-09-19,32.1
BAF,2024-09-19,20.65
BID,2024-09-19,49.25
CII,2024-09-19,15.25
CKG,2024-09-19,26.45
CSM,2024-09-19,12.55
DPM,2024-09-19,35.6
DXG,2024-09-19,15.8
FPT,2024-09-19,135.2
GEX,2024-09-19,20.75
GVR,2024-09-19,35.7
HCM,2024-09-19,30.5
HHS,2024-09-19,8.85
HTL,2024-09-19,18.6
HVN,2024-09-19,21.8
IJC,2024-09-19,14.15
MBB,2024-09-19,24.4
NKG,2024-09-19,21.5
NTL,2024-09-19,21.3
OCB,2024-09-19,11.6
PDR,2024-09-19,22.4
PLX,2024-09-19,45.35
POW,2024-09-19,12.55
PVT,2024-09-19,27.7
SHB,2024-09-19,10.35
STB,2024-09-19,30.5
SZC,2024-09-19,37.0
TCO,2024-09-19,17.2
TIP,2024-09-19,23.5
TTA,2024-09-19,9.97
TVT,2024-09-19,16.0
VMD,2024-09-19,18.4
VPB,2024-09-19,18.75
VTP,2024-09-19,81.0
ACB,2024-09-18,24.65
ADS,2024-09-18,9.94
AGR,2024-09-18,18.35
ANV,2024-09-18,31.65
BAF,2024-09-18,20.0
BID,2024-09-18,49.05
CII,2024-09-18,15.15
CKG,2024-09-18,25.65
CSM,2024-09-18,12.6
DPM,2024-09-18,35.55
DXG,2024-09-18,15.65
FPT,2024-09-18,134.6
GEX,2024-09-18,20.75
GVR,2024-09-18,35.55
HCM,2024-09-18,30.15
HHS,2024-09-18,8.71
HTL,2024-09-18,18.4
HVN,2024-09-18,21.9
IJC,2024-09-18,13.95
MBB,2024-09-18,24.4
NKG,2024-09-18,21.2
NTL,2024-09-18,21.05
OCB,2024-09-18,11.6
PDR,2024-09-18,21.75
PLX,2024-09-18,45.0
POW,2024-09-18,12.75
PVT,2024-09-18,27.9
SHB,2024-09-18,10.35
STB,2024-09-18,30.25
SZC,2024-09-18,36.25
TCO,2024-09-18,16.1
TIP,2024-09-18,23.5
TTA,2024-09-18,9.97
TVT,2024-09-18,16.0
VMD,2024-09-18,18.4
VPB,2024-09-18,18.65
VTP,2024-09-18,79.0
ACB,2024-09-17,24.5
ADS,2024-09-17,9.95
AGR,2024-09-17,18.2
ANV,2024-09-17,31.5
BAF,2024-09-17,19.85
BID,2024-09-17,48.7
CII,2024-09-17,15.2
CKG,2024-09-17,25.65
CSM,2024-09-17,12.6
DPM,2024-09-17,35.8
DXG,2024-09-17,15.5
FPT,2024-09-17,132.9
GEX,2024-09-17,20.8
GVR,2024-09-17,35.6
HCM,2024-09-17,29.0
HHS,2024-09-17,8.7
HTL,2024-09-17,18.4
HVN,2024-09-17,20.9
IJC,2024-09-17,14.1
MBB,2024-09-17,24.25
NKG,2024-09-17,21.1
NTL,2024-09-17,20.7
OCB,2024-09-17,11.6
PDR,2024-09-17,21.75
PLX,2024-09-17,45.0
POW,2024-09-17,12.55
PVT,2024-09-17,27.6
SHB,2024-09-17,10.4
STB,2024-09-17,29.85
SZC,2024-09-17,36.1
TCO,2024-09-17,16.0
TIP,2024-09-17,23.2
TTA,2024-09-17,9.98
TVT,2024-09-17,16.1
VPB,2024-09-17,18.65
VTP,2024-09-17,74.3
ACB,2024-09-16,24.15
ADS,2024-09-16,9.88
AGR,2024-09-16,17.65
ANV,2024-09-16,31.1
BAF,2024-09-16,19.6
BID,2024-09-16,47.75
CII,2024-09-16,14.85
CKG,2024-09-16,24.9
CSM,2024-09-16,12.65
DPM,2024-09-16,35.7
DXG,2024-09-16,14.9
FPT,2024-09-16,131.1
GEX,2024-09-16,20.3
GVR,2024-09-16,34.9
HCM,2024-09-16,28.2
HHS,2024-09-16,8.72
HTL,2024-09-16,18.3
HVN,2024-09-16,20.65
IJC,2024-09-16,13.85
MBB,2024-09-16,23.9
NKG,2024-09-16,20.6
NTL,2024-09-16,20.65
OCB,2024-09-16,11.35
PDR,2024-09-16,20.7
PLX,2024-09-16,45.0
POW,2024-09-16,12.3
PVT,2024-09-16,27.5
SHB,2024-09-16,10.25
STB,2024-09-16,29.55
SZC,2024-09-16,35.45
TCO,2024-09-16,15.8
TIP,2024-09-16,23.1
TTA,2024-09-16,9.78
TVT,2024-09-16,16.1
VMD,2024-09-16,18.4
VPB,2024-09-16,18.35
VTP,2024-09-16,72.9
ACB,2024-09-13,24.4
ADS,2024-09-13,9.87
AGR,2024-09-13,17.75
ANV,2024-09-13,31.55
BAF,2024-09-13,20.0
BID,2024-09-13,48.2
CII,2024-09-13,15.0
CKG,2024-09-13,25.0
CSM,2024-09-13,12.7
DPM,2024-09-13,35.5
DXG,2024-09-13,15.3
FPT,2024-09-13,133.0
GEX,2024-09-13,20.6
GVR,2024-09-13,34.6
HCM,2024-09-13,29.2
HHS,2024-09-13,8.76
HTL,2024-09-13,18.5
HVN,2024-09-13,20.9
IJC,2024-09-13,13.85
MBB,2024-09-13,23.9
NKG,2024-09-13,21.0
NTL,2024-09-13,20.65
OCB,2024-09-13,11.4
PDR,2024-09-13,21.5
PLX,2024-09-13,45.8
POW,2024-09-13,12.8
PVT,2024-09-13,28.05
SHB,2024-09-13,10.3
STB,2024-09-13,29.8
SZC,2024-09-13,35.55
TCO,2024-09-13,15.7
TIP,2024-09-13,23.0
TTA,2024-09-13,10.2
TVT,2024-09-13,16.1
VMD,2024-09-13,18.4
VPB,2024-09-13,18.45
VTP,2024-09-13,73.6
ACB,2024-09-12,24.45
ADS,2024-09-12,9.91
AGR,2024-09-12,17.55
ANV,2024-09-12,31.85
BAF,2024-09-12,19.25
BID,2024-09-12,48.35
CII,2024-09-12,14.95
CKG,2024-09-12,25.0
CSM,2024-09-12,12.7
DPM,2024-09-12,35.2
DXG,2024-09-12,14.6
FPT,2024-09-12,132.3
GEX,2024-09-12,20.8
GVR,2024-09-12,34.55
HCM,2024-09-12,28.85
HHS,2024-09-12,8.78
HVN,2024-09-12,20.75
IJC,2024-09-12,13.9
MBB,2024-09-12,24.0
NKG,2024-09-12,21.2
NTL,2024-09-12,20.55
OCB,2024-09-12,11.4
PDR,2024-09-12,21.15
PLX,2024-09-12,45.4
POW,2024-09-12,12.9
PVT,2024-09-12,28.0
SHB,2024-09-12,10.35
STB,2024-09-12,29.7
SZC,2024-09-12,35.4
TCO,2024-09-12,16.35
TIP,2024-09-12,22.6
TTA,2024-09-12,10.2
TVT,2024-09-12,16.0
VMD,2024-09-12,18.45
VPB,2024-09-12,18.5
VTP,2024-09-12,73.6
ACB,2024-09-11,24.15
ADS,2024-09-11,9.92
AGR,2024-09-11,17.6
ANV,2024-09-11,31.95
BAF,2024-09-11,19.05
BID,2024-09-11,48.3
CII,2024-09-11,14.85
CKG,2024-09-11,25.0
CSM,2024-09-11,12.65
DPM,2024-09-11,34.9
DXG,2024-09-11,14.9
FPT,2024-09-11,130.6
GEX,2024-09-11,20.75
GVR,2024-09-11,34.1
HCM,2024-09-11,29.0
HHS,2024-09-11,8.83
HTL,2024-09-11,18.5
HVN,2024-09-11,20.8
IJC,2024-09-11,13.75
MBB,2024-09-11,23.9
NKG,2024-09-11,21.4
NTL,2024-09-11,20.65
OCB,2024-09-11,11.3
PDR,2024-09-11,21.15
PLX,2024-09-11,45.8
POW,2024-09-11,12.85
PVT,2024-09-11,27.8
SHB,2024-09-11,10.3
STB,2024-09-11,29.6
SZC,2024-09-11,35.25
TCO,2024-09-11,17.2
TIP,2024-09-11,22.4
TTA,2024-09-11,10.1
TVT,2024-09-11,16.0
VMD,2024-09-11,18.45
VPB,2024-09-11,18.25
VTP,2024-09-11,73.5
ACB,2024-09-10,24.25
ADS,2024-09-10,10.1
AGR,2024-09-10,17.75
ANV,2024-09-10,32.0
BAF,2024-09-10,19.05
BID,2024-09-10,48.5
CII,2024-09-10,15.05
CKG,2024-09-10,25.0
CSM,2024-09-10,12.5
DPM,2024-09-10,34.95
DXG,2024-09-10,14.8
FPT,2024-09-10,130.0
GEX,2024-09-10,20.8
GVR,2024-09-10,34.1
HCM,2024-09-10,28.85
HHS,2024-09-10,8.87
HTL,2024-09-10,18.5
HVN,2024-09-10,20.35
IJC,2024-09-10,13.75
MBB,2024-09-10,23.75
NKG,2024-09-10,21.05
NTL,2024-09-10,20.35
OCB,2024-09-10,11.5
PDR,2024-09-10,20.9
PLX,2024-09-10,46.4
POW,2024-09-10,13.0
PVT,2024-09-10,27.65
SHB,2024-09-10,10.3
STB,2024-09-10,29.2
SZC,2024-09-10,35.55
TCO,2024-09-10,16.65
TIP,2024-09-10,22.75
TTA,2024-09-10,10.05
TVT,2024-09-10,15.6
VMD,2024-09-10,18.4
VPB,2024-09-10,18.15
VTP,2024-09-10,72.9
ACB,2024-09-09,24.45
ADS,2024-09-09,10.1
AGR,2024-09-09,18.0
ANV,2024-09-09,31.55
BAF,2024-09-09,18.2
BID,2024-09-09,49.05
CII,2024-09-09,15.3
CKG,2024-09-09,25.1
CSM,2024-09-09,12.7
DPM,2024-09-09,35.45
DXG,2024-09-09,15.45
FPT,2024-09-09,131.3
GEX,2024-09-09,21.0
GVR,2024-09-09,34.5
HCM,2024-09-09,29.15
HHS,2024-09-09,8.87
HTL,2024-09-09,18.5
HVN,2024-09-09,20.75
IJC,2024-09-09,13.8
MBB,2024-09-09,23.95
NKG,2024-09-09,21.4
NTL,2024-09-09,21.6
OCB,2024-09-09,11.6
PDR,2024-09-09,21.7
PLX,2024-09-09,46.45
POW,2024-09-09,13.05
PVT,2024-09-09,28.05
SHB,2024-09-09,10.35
STB,2024-09-09,29.5
SZC,2024-09-09,35.95
TCO,2024-09-09,15.6
TIP,2024-09-09,23.1
TTA,2024-09-09,10.8
TVT,2024-09-09,16.1
VMD,2024-09-09,18.25
VPB,2024-09-09,18.35
VTP,2024-09-09,74.2
ACB,2024-09-06,24.6
ADS,2024-09-06,10.25
AGR,2024-09-06,18.05
ANV,2024-09-06,31.35
BAF,2024-09-06,17.75
BID,2024-09-06,49.3
CII,2024-09-06,15.3
CKG,2024-09-06,25.1
CSM,2024-09-06,12.7
DPM,2024-09-06,35.95
DXG,2024-09-06,15.45
FPT,2024-09-06,132.1
GEX,2024-09-06,21.15
GVR,2024-09-06,34.5
HCM,2024-09-06,29.3
HHS,2024-09-06,8.9
HTL,2024-09-06,18.5
HVN,2024-09-06,21.3
IJC,2024-09-06,13.9
MBB,2024-09-06,24.0
NKG,2024-09-06,20.85
NTL,2024-09-06,21.9
OCB,2024-09-06,11.6
PDR,2024-09-06,21.6
PLX,2024-09-06,46.95
POW,2024-09-06,13.1
PVT,2024-09-06,28.25
SHB,2024-09-06,10.35
STB,2024-09-06,29.9
SZC,2024-09-06,36.3
TCO,2024-09-06,14.6
TIP,2024-09-06,23.15
TTA,2024-09-06,10.9
TVT,2024-09-06,16.0
VMD,2024-09-06,18.1
VPB,2024-09-06,18.45
VTP,2024-09-06,75.2
ACB,2024-09-05,24.5
ADS,2024-09-05,10.3
AGR,2024-09-05,18.05
ANV,2024-09-05,31.2
BAF,2024-09-05,17.85
BID,2024-09-05,48.7
CII,2024-09-05,15.4
CKG,2024-09-05,25.0
CSM,2024-09-05,12.8
DPM,2024-09-05,34.75
DXG,2024-09-05,15.6
FPT,2024-09-05,130.6
GEX,2024-09-05,21.15
GVR,2024-09-05,33.9
HCM,2024-09-05,29.15
HHS,2024-09-05,8.93
HTL,2024-09-05,18.5
HVN,2024-09-05,21.5
IJC,2024-09-05,13.85
MBB,2024-09-05,23.95
NKG,2024-09-05,20.7
NTL,2024-09-05,21.4
OCB,2024-09-05,11.7
PDR,2024-09-05,21.85
PLX,2024-09-05,46.05
POW,2024-09-05,13.05
PVT,2024-09-05,28.05
SHB,2024-09-05,10.4
STB,2024-09-05,29.6
SZC,2024-09-05,36.8
TCO,2024-09-05,14.5
TIP,2024-09-05,23.25
TTA,2024-09-05,11.05
TVT,2024-09-05,16.15
VMD,2024-09-05,18.4
VPB,2024-09-05,18.3
VTP,2024-09-05,74.4
ACB,2024-09-04,24.65
ADS,2024-09-04,10.0
AGR,2024-09-04,18.1
ANV,2024-09-04,31.4
BAF,2024-09-04,18.1
BID,2024-09-04,48.95
CII,2024-09-04,15.6
CKG,2024-09-04,25.05
CSM,2024-09-04,12.75
DPM,2024-09-04,35.1
DXG,2024-09-04,15.9
FPT,2024-09-04,133.0
GEX,2024-09-04,21.2
GVR,2024-09-04,34.7
HCM,2024-09-04,29.15
HHS,2024-09-04,8.87
HTL,2024-09-04,18.35
HVN,2024-09-04,21.5
IJC,2024-09-04,14.0
MBB,2024-09-04,24.4
NKG,2024-09-04,21.35
NTL,2024-09-04,21.4
OCB,2024-09-04,11.75
PDR,2024-09-04,22.4
PLX,2024-09-04,47.0
POW,2024-09-04,13.2
PVT,2024-09-04,28.25
SHB,2024-09-04,10.4
STB,2024-09-04,30.1
SZC,2024-09-04,36.95
TCO,2024-09-04,14.35
TIP,2024-09-04,23.45
TTA,2024-09-04,10.9
TVT,2024-09-04,16.15
VMD,2024-09-04,18.7
VPB,2024-09-04,18.5
VTP,2024-09-04,75.0
ACB,2024-08-30,24.8
ADS,2024-08-30,10.3
AGR,2024-08-30,18.45
ANV,2024-08-30,31.9
BAF,2024-08-30,18.2
BID,2024-08-30,48.9
CII,2024-08-30,15.4
CKG,2024-08-30,25.1
CSM,2024-08-30,13.0
DPM,2024-08-30,34.85
DXG,2024-08-30,15.7
FPT,2024-08-30,134.8
GEX,2024-08-30,21.15
GVR,2024-08-30,35.35
HCM,2024-08-30,29.3
HHS,2024-08-30,9.1
HTL,2024-08-30,18.4
HVN,2024-08-30,22.1
IJC,2024-08-30,13.95
MBB,2024-08-30,24.85
NKG,2024-08-30,21.8
NTL,2024-08-30,22.5
OCB,2024-08-30,11.9
PDR,2024-08-30,21.55
PLX,2024-08-30,48.6
POW,2024-08-30,13.45
PVT,2024-08-30,28.75
SHB,2024-08-30,10.55
STB,2024-08-30,30.55
SZC,2024-08-30,37.1
TCO,2024-08-30,13.6
TIP,2024-08-30,23.6
TTA,2024-08-30,10.85
TVT,2024-08-30,16.15
VMD,2024-08-30,18.5
VPB,2024-08-30,18.95
VTP,2024-08-30,76.0
ACB,2024-08-29,24.65
ADS,2024-08-29,10.35
AGR,2024-08-29,18.35
ANV,2024-08-29,32.25
BAF,2024-08-29,18.25
BID,2024-08-29,49.3
CII,2024-08-29,15.6
CKG,2024-08-29,25.0
CSM,2024-08-29,13.0
DPM,2024-08-29,34.75
DXG,2024-08-29,15.5
FPT,2024-08-29,133.7
GEX,2024-08-29,21.2
GVR,2024-08-29,35.3
HCM,2024-08-29,29.2
HHS,2024-08-29,9.2
HTL,2024-08-29,18.5
HVN,2024-08-29,21.4
IJC,2024-08-29,13.95
MBB,2024-08-29,24.85
NKG,2024-08-29,22.1
NTL,2024-08-29,22.8
OCB,2024-08-29,12.0
PDR,2024-08-29,21.45
PLX,2024-08-29,48.8
POW,2024-08-29,13.55
PVT,2024-08-29,28.35
SHB,2024-08-29,10.55
STB,2024-08-29,30.45
SZC,2024-08-29,37.0
TCO,2024-08-29,13.65
TIP,2024-08-29,23.65
TTA,2024-08-29,10.95
TVT,2024-08-29,16.1
VPB,2024-08-29,18.95
VTP,2024-08-29,76.1
ACB,2024-08-28,24.5
ADS,2024-08-28,10.45
AGR,2024-08-28,18.55
ANV,2024-08-28,32.2
BAF,2024-08-28,18.25
BID,2024-08-28,49.6
CII,2024-08-28,15.6
CKG,2024-08-28,25.0
CSM,2024-08-28,12.95
DPM,2024-08-28,34.7
DXG,2024-08-28,15.85
FPT,2024-08-28,133.3
GEX,2024-08-28,21.5
GVR,2024-08-28,35.65
HCM,2024-08-28,29.45
HHS,2024-08-28,9.35
HTL,2024-08-28,18.4
HVN,2024-08-28,21.3
IJC,2024-08-28,14.15
MBB,2024-08-28,24.65
NKG,2024-08-28,22.1
NTL,2024-08-28,23.4
OCB,2024-08-28,14.35
PDR,2024-08-28,21.9
PLX,2024-08-28,49.4
POW,2024-08-28,13.65
PVT,2024-08-28,28.6
SHB,2024-08-28,10.6
STB,2024-08-28,29.55
SZC,2024-08-28,37.2
TCO,2024-08-28,13.6
TIP,2024-08-28,23.7
TTA,2024-08-28,10.8
TVT,2024-08-28,16.25
VMD,2024-08-28,18.5
VPB,2024-08-28,18.95
VTP,2024-08-28,76.2
ACB,2024-08-27,24.45
ADS,2024-08-27,10.45
AGR,2024-08-27,18.5
ANV,2024-08-27,32.5
BAF,2024-08-27,18.25
BID,2024-08-27,49.6
CII,2024-08-27,15.55
CKG,2024-08-27,25.1
CSM,2024-08-27,12.9
DPM,2024-08-27,35.0
DXG,2024-08-27,16.0
FPT,2024-08-27,132.5
GEX,2024-08-27,21.6
GVR,2024-08-27,34.95
HCM,2024-08-27,29.2
HHS,2024-08-27,9.39
HTL,2024-08-27,18.0
HVN,2024-08-27,20.8
IJC,2024-08-27,14.2
MBB,2024-08-27,24.4
NKG,2024-08-27,21.8
NTL,2024-08-27,23.95
OCB,2024-08-27,14.25
PDR,2024-08-27,21.75
PLX,2024-08-27,49.1
POW,2024-08-27,13.45
PVT,2024-08-27,28.75
SHB,2024-08-27,10.6
STB,2024-08-27,29.6
SZC,2024-08-27,37.3
TCO,2024-08-27,13.55
TIP,2024-08-27,23.75
TTA,2024-08-27,10.8
TVT,2024-08-27,16.2
VMD,2024-08-27,18.1
VPB,2024-08-27,19.0
VTP,2024-08-27,75.5
ACB,2024-08-26,24.45
ADS,2024-08-26,10.35
AGR,2024-08-26,18.8
ANV,2024-08-26,32.55
BAF,2024-08-26,18.15
BID,2024-08-26,50.2
CII,2024-08-26,15.7
CKG,2024-08-26,25.3
CSM,2024-08-26,13.1
DPM,2024-08-26,34.9
DXG,2024-08-26,15.8
FPT,2024-08-26,131.5
GEX,2024-08-26,21.6
GVR,2024-08-26,35.05
HCM,2024-08-26,29.7
HHS,2024-08-26,9.4
HTL,2024-08-26,18.55
HVN,2024-08-26,21.1
IJC,2024-08-26,14.4
MBB,2024-08-26,24.45
NKG,2024-08-26,21.9
NTL,2024-08-26,24.05
OCB,2024-08-26,14.45
PDR,2024-08-26,21.9
PLX,2024-08-26,48.55
POW,2024-08-26,13.4
PVT,2024-08-26,28.6
SHB,2024-08-26,10.6
STB,2024-08-26,29.75
SZC,2024-08-26,37.6
TCO,2024-08-26,14.0
TIP,2024-08-26,23.8
TTA,2024-08-26,10.8
TVT,2024-08-26,16.05
VPB,2024-08-26,19.0
VTP,2024-08-26,76.0
ACB,2024-08-23,24.45
ADS,2024-08-23,10.4
AGR,2024-08-23,18.95
ANV,2024-08-23,32.85
BAF,2024-08-23,18.15
BID,2024-08-23,50.5
CII,2024-08-23,15.75
CKG,2024-08-23,25.35
CSM,2024-08-23,12.8
DPM,2024-08-23,35.7
DXG,2024-08-23,15.9
FPT,2024-08-23,133.1
GEX,2024-08-23,21.6
GVR,2024-08-23,35.45
HCM,2024-08-23,28.75
HHS,2024-08-23,9.45
HTL,2024-08-23,18.55
HVN,2024-08-23,21.85
IJC,2024-08-23,14.25
MBB,2024-08-23,24.55
NKG,2024-08-23,22.15
NTL,2024-08-23,24.4
OCB,2024-08-23,14.5
PDR,2024-08-23,21.6
PLX,2024-08-23,49.0
POW,2024-08-23,13.55
PVT,2024-08-23,28.8
SHB,2024-08-23,10.65
STB,2024-08-23,29.95
SZC,2024-08-23,38.0
